user_id,task_type,priority_level,completion_time,accuracy,quality_score,task_status,title,due_date
User_20,Door & Window Schedule,1,0.21,0.72,0.65,completed,,
User_6,Furniture Layout Plan,2,0.86,0.14,0.93,completed,,
User_17,Lighting & Fixture Plan,1,0.35,0.43,0.8,completed,,
User_12,Technical Specification,1,0.22,0.83,0.83,completed,,
User_3,Permit Drawing,2,0.7,0.62,0.05,completed,,
User_8,Section Drawing,3,0.17,0.7,0.71,completed,,
User_8,Door & Window Schedule,2,0.38,0.08,0.35,completed,,
User_4,Furniture Layout Plan,1,0.11,0.71,0.6,completed,,
User_8,Roof Plan,1,0.38,0.91,0.86,completed,,
User_11,Floor Plan,3,0.19,0.51,0.97,completed,,
User_16,Site Plan,3,0.88,0.22,0.31,completed,,
User_13,Landscape Plan,2,0.64,0.57,0.22,completed,,
User_1,Hardscape Plan,3,0.41,0.34,0.25,completed,,
User_10,Lighting & Fixture Plan,2,0.19,0.64,0.29,completed,,
User_17,Roof Plan,2,0.44,0.7,0.15,completed,,
User_4,Section Drawing,1,0.49,0.6,0.31,completed,,
User_14,Interior Layout Plan,3,0.59,0.66,0.32,completed,,
User_13,Conceptual Design,3,0.17,0.06,0.65,completed,,
User_18,Custom Millwork & Joinery Drawing,3,0.13,0.36,0.62,completed,,
User_11,Material Board,1,0.22,0.29,0.97,completed,,
User_19,Construction Document,3,0.61,0.16,0.98,completed,,
User_18,Reflected Ceiling Plan,3,0.72,0.82,0.71,completed,,
User_13,Custom Millwork & Joinery Drawing,3,0.83,0.37,0.85,completed,,
User_1,Permit Drawing,1,0.09,0.69,0.46,completed,,
User_10,Roof Plan,2,0.42,0.67,0.57,completed,,
User_19,Furniture Layout Plan,3,0.45,0.52,0.26,completed,,
User_3,Floor Plan,2,0.37,0.81,0.41,completed,,
User_3,Landscape Plan,3,0.93,0.06,0.99,completed,,
User_15,Technical Specification,1,0.89,0.24,0.93,completed,,
User_19,Door & Window Schedule,1,0.02,0.27,0.05,completed,,
User_11,Schematic Design,2,0.9,0.62,0.02,completed,,
User_9,Reflected Ceiling Plan,3,0.39,0.75,0.09,completed,,
User_5,Permit Drawing,3,0.47,0.3,0.49,completed,,
User_6,Zoning & Building Code Compliance,1,0.7,0.76,0.5,completed,,
User_14,Virtual Reality,2,0.17,0.96,0.27,completed,,
User_10,Material Board,3,0.14,0.37,0.28,completed,,
User_15,Door & Window Schedule,3,0.49,0.07,0.14,completed,,
User_4,Conceptual Design,1,0.3,0.52,0.56,completed,,
User_10,Interior Layout Plan,3,0.13,0.29,0.57,completed,,
User_14,Floor Plan,1,0.48,0.33,0.27,completed,,
User_3,Design Development,2,0.27,0.56,0.6,completed,,
User_17,Door & Window Schedule,1,0.95,0.93,0.62,completed,,
User_19,Schematic Design,3,0.72,0.09,0.07,completed,,
User_16,Conceptual Design,1,0.12,0.52,0.43,completed,,
User_8,Landscape Plan,1,0.3,0.55,0.35,completed,,
User_5,Lighting & Fixture Plan,2,0.03,0.05,0.13,completed,,
User_12,Zoning & Building Code Compliance,2,0.69,1.0,0.59,completed,,
User_20,Material Board,2,0.06,0.48,0.85,completed,,
User_5,Lighting & Fixture Plan,3,0.28,0.92,0.49,completed,,
User_17,Lighting & Fixture Plan,1,0.91,0.25,0.7,completed,,
User_15,Hardscape Plan,2,0.08,0.99,0.12,completed,,
User_14,Zoning & Building Code Compliance,1,0.68,0.84,0.23,completed,,
User_7,Furniture Layout Plan,1,0.96,0.38,0.74,completed,,
User_4,Lighting & Fixture Plan,1,0.57,0.28,0.59,completed,,
User_13,Site Plan,3,0.54,0.64,0.53,completed,,
User_12,Virtual Reality,3,0.36,0.27,0.36,completed,,
User_11,Section Drawing,1,0.73,0.02,0.05,completed,,
User_8,Site Plan,2,0.33,0.49,0.98,completed,,
User_2,Virtual Reality,3,0.91,1.0,0.47,completed,,
User_9,Furniture Layout Plan,1,0.67,0.54,0.75,completed,,
User_13,Elevation Drawing,1,0.71,0.84,0.99,completed,,
User_9,Door & Window Schedule,1,0.37,0.53,0.92,completed,,
User_14,Schematic Design,3,0.52,0.85,0.58,completed,,
User_2,Interior Layout Plan,1,0.07,0.7,0.46,completed,,
User_10,Site Plan,2,0.46,0.39,0.92,completed,,
User_7,Construction Document,1,0.9,0.8,0.76,completed,,
User_8,Construction Document,1,0.33,0.5,0.25,completed,,
User_18,Roof Plan,2,0.76,0.42,0.02,completed,,
User_9,Elevation Drawing,3,0.12,0.73,1.0,completed,,
User_1,Interior Layout Plan,1,0.38,0.62,0.32,completed,,
User_5,Reflected Ceiling Plan,3,0.5,0.88,0.64,completed,,
User_18,Roof Plan,1,0.69,0.12,0.38,completed,,
User_15,Hardscape Plan,3,0.43,0.33,0.12,completed,,
User_3,Conceptual Design,1,0.69,0.96,0.64,completed,,
User_7,Custom Millwork & Joinery Drawing,3,0.75,0.56,0.57,completed,,
User_14,Elevation Drawing,3,0.68,0.41,0.79,completed,,
User_12,Elevation Drawing,2,0.72,0.67,0.41,completed,,
User_2,Schematic Design,1,0.7,0.75,0.74,completed,,
User_7,Other,3,0.01,0.51,0.28,completed,,
User_19,Furniture Layout Plan,1,0.9,0.69,0.13,completed,,
User_19,3D Render,2,0.62,0.96,0.28,completed,,
User_6,Material Board,2,0.87,0.86,0.9,completed,,
User_3,Door & Window Schedule,1,0.51,0.93,0.01,completed,,
User_8,General Specification,3,0.92,0.64,0.51,completed,,
User_8,Roof Plan,1,0.69,0.89,0.54,completed,,
User_8,Site Plan,3,0.09,0.5,0.82,completed,,
User_18,General Specification,3,0.86,0.3,0.73,completed,,
User_13,Conceptual Design,2,0.33,0.3,0.62,completed,,
User_2,Permit Drawing,1,0.75,0.11,0.29,completed,,
User_3,3D Render,2,0.19,0.59,0.74,completed,,
User_13,Custom Millwork & Joinery Drawing,3,0.19,0.66,0.97,completed,,
User_20,General Specification,3,0.51,0.65,0.7,completed,,
User_14,Site Plan,1,0.77,0.98,0.75,completed,,
User_12,3D Model,1,0.12,0.42,0.57,completed,,
User_2,Permit Drawing,2,0.76,0.32,0.08,completed,,
User_3,Interior Layout Plan,3,0.84,0.35,0.14,completed,,
User_20,Conceptual Design,3,0.96,0.68,0.09,completed,,
User_10,3D Render,1,0.14,0.82,0.79,completed,,
User_17,Interior Layout Plan,2,0.37,0.61,0.51,completed,,
User_13,Partition Plan,2,0.34,0.27,0.07,completed,,
User_15,Material Board,2,0.21,0.86,0.79,completed,,
User_4,Schematic Design,1,0.59,0.24,0.97,completed,,
User_20,Roof Plan,1,0.19,0.92,0.11,completed,,
User_18,Design Development,3,0.16,0.61,0.67,completed,,
User_10,Site Plan,1,0.85,0.85,0.48,completed,,
User_13,Furniture Layout Plan,2,0.39,0.65,0.73,completed,,
,Virtual Reality,3,,,,unassigned,New Task 1,2025-05-5
,Elevation Drawing,2,,,,unassigned,New Task 2,2025-05-19
,Roof Plan,3,,,,unassigned,New Task 3,2025-05-15
,Furniture Layout Plan,3,,,,unassigned,New Task 4,2025-05-24
,Construction Document,2,,,,unassigned,New Task 5,
,Furniture Layout Plan,1,,,,unassigned,New Task 6,2025-05-1
,Roof Plan,1,,,,unassigned,New Task 7,
,Virtual Reality,2,,,,unassigned,New Task 8,
,Design Development,1,,,,unassigned,New Task 9,
,Site Plan,3,,,,unassigned,New Task 10,
,Schematic Design,2,,,,unassigned,New Task 11,2025-05-18
,Custom Millwork & Joinery Drawing,2,,,,unassigned,New Task 12,2025-05-10
,Virtual Reality,2,,,,unassigned,New Task 13,
,Interior Layout Plan,1,,,,unassigned,New Task 14,2025-05-15
,Site Plan,3,,,,unassigned,New Task 15,
,Lighting & Fixture Plan,2,,,,unassigned,New Task 16,2025-05-9
,Zoning & Building Code Compliance,2,,,,unassigned,New Task 17,2025-05-27
,General Specification,1,,,,unassigned,New Task 18,
,Roof Plan,2,,,,unassigned,New Task 19,
,Conceptual Design,2,,,,unassigned,New Task 20,
,Hardscape Plan,2,,,,unassigned,New Task 21,
,Schematic Design,2,,,,unassigned,New Task 22,2025-05-14
,Schematic Design,1,,,,unassigned,New Task 23,
,Section Drawing,2,,,,unassigned,New Task 24,
,Permit Drawing,3,,,,unassigned,New Task 25,
,Technical Specification,2,,,,unassigned,New Task 26,2025-05-10
,Site Plan,3,,,,unassigned,New Task 27,
,Furniture Layout Plan,3,,,,unassigned,New Task 28,2025-05-6
,Floor Plan,3,,,,unassigned,New Task 29,
,Elevation Drawing,1,,,,unassigned,New Task 30,
,3D Model,3,,,,unassigned,New Task 31,2025-05-26
,Furniture Layout Plan,3,,,,unassigned,New Task 32,
,Other,2,,,,unassigned,New Task 33,
,Permit Drawing,3,,,,unassigned,New Task 34,2025-05-10
,Design Development,3,,,,unassigned,New Task 35,
,3D Render,3,,,,unassigned,New Task 36,2025-05-17
,Partition Plan,1,,,,unassigned,New Task 37,
,Section Drawing,3,,,,unassigned,New Task 38,2025-05-1
,3D Render,1,,,,unassigned,New Task 39,
,Lighting & Fixture Plan,1,,,,unassigned,New Task 40,2025-05-30
,Elevation Drawing,1,,,,unassigned,New Task 41,
,Interior Layout Plan,3,,,,unassigned,New Task 42,
,Lighting & Fixture Plan,2,,,,unassigned,New Task 43,
,Floor Plan,1,,,,unassigned,New Task 44,2025-05-7
,Site Plan,2,,,,unassigned,New Task 45,2025-05-20
,Door & Window Schedule,2,,,,unassigned,New Task 46,
,Floor Plan,2,,,,unassigned,New Task 47,2025-05-10
,Door & Window Schedule,1,,,,unassigned,New Task 48,
,Partition Plan,3,,,,unassigned,New Task 49,2025-05-12
,Hardscape Plan,3,,,,unassigned,New Task 50,2025-05-27
,Lighting & Fixture Plan,3,,,,unassigned,New Task 51,2025-05-28
,3D Render,2,,,,unassigned,New Task 52,
,Interior Layout Plan,3,,,,unassigned,New Task 53,
,Section Drawing,3,,,,unassigned,New Task 54,2025-05-2
,Finish Schedule,1,,,,unassigned,New Task 55,
,Schematic Design,3,,,,unassigned,New Task 56,
,Interior Layout Plan,2,,,,unassigned,New Task 57,
,Floor Plan,3,,,,unassigned,New Task 58,
,Door & Window Schedule,3,,,,unassigned,New Task 59,
,Interior Layout Plan,2,,,,unassigned,New Task 60,
,Furniture Layout Plan,2,,,,unassigned,New Task 61,2025-05-8
,Finish Schedule,3,,,,unassigned,New Task 62,
,Door & Window Schedule,2,,,,unassigned,New Task 63,2025-05-14
,Roof Plan,1,,,,unassigned,New Task 64,
,Reflected Ceiling Plan,2,,,,unassigned,New Task 65,2025-05-1
,Door & Window Schedule,2,,,,unassigned,New Task 66,
,Roof Plan,1,,,,unassigned,New Task 67,2025-05-12
,Site Plan,3,,,,unassigned,New Task 68,2025-05-18
,Permit Drawing,3,,,,unassigned,New Task 69,2025-05-3
,3D Render,2,,,,unassigned,New Task 70,2025-05-5
,Section Drawing,2,,,,unassigned,New Task 71,
,Door & Window Schedule,2,,,,unassigned,New Task 72,
,3D Render,1,,,,unassigned,New Task 73,
,General Specification,3,,,,unassigned,New Task 74,2025-05-23
,3D Render,3,,,,unassigned,New Task 75,
,Zoning & Building Code Compliance,1,,,,unassigned,New Task 76,2025-05-4
,Section Drawing,3,,,,unassigned,New Task 77,2025-05-23
,Door & Window Schedule,3,,,,unassigned,New Task 78,
,Hardscape Plan,1,,,,unassigned,New Task 79,
,Interior Layout Plan,1,,,,unassigned,New Task 80,2025-05-26
,Virtual Reality,1,,,,unassigned,New Task 81,2025-05-20
,Virtual Reality,1,,,,unassigned,New Task 82,2025-05-10
,Furniture Layout Plan,3,,,,unassigned,New Task 83,
,General Specification,3,,,,unassigned,New Task 84,
,Door & Window Schedule,1,,,,unassigned,New Task 85,
,Design Development,3,,,,unassigned,New Task 86,
,Floor Plan,1,,,,unassigned,New Task 87,
,Other,3,,,,unassigned,New Task 88,2025-05-7
,Custom Millwork & Joinery Drawing,1,,,,unassigned,New Task 89,2025-05-4
,Other,2,,,,unassigned,New Task 90,2025-05-25
,Interior Layout Plan,1,,,,unassigned,New Task 91,
,Finish Schedule,1,,,,unassigned,New Task 92,2025-05-8
,Floor Plan,2,,,,unassigned,New Task 93,2025-05-10
,Schematic Design,2,,,,unassigned,New Task 94,
,Furniture Layout Plan,2,,,,unassigned,New Task 95,2025-05-3
,Elevation Drawing,1,,,,unassigned,New Task 96,2025-05-6
,Door & Window Schedule,3,,,,unassigned,New Task 97,
,Material Board,3,,,,unassigned,New Task 98,2025-05-17
,Floor Plan,2,,,,unassigned,New Task 99,
,Virtual Reality,2,,,,unassigned,New Task 100,2025-05-29
,Material Board,2,,,,unassigned,New Task 101,
,Conceptual Design,3,,,,unassigned,New Task 102,2025-05-27
,Hardscape Plan,2,,,,unassigned,New Task 103,2025-05-16
,Hardscape Plan,1,,,,unassigned,New Task 104,2025-05-7
,Finish Schedule,1,,,,unassigned,New Task 105,
,Custom Millwork & Joinery Drawing,2,,,,unassigned,New Task 106,
,Custom Millwork & Joinery Drawing,3,,,,unassigned,New Task 107,2025-05-9
,Technical Specification,3,,,,unassigned,New Task 108,
,3D Render,2,,,,unassigned,New Task 109,
,Site Plan,3,,,,unassigned,New Task 110,2025-05-12
,Technical Specification,2,,,,unassigned,New Task 111,
,Site Plan,1,,,,unassigned,New Task 112,2025-05-19
,Floor Plan,1,,,,unassigned,New Task 113,2025-05-7
,Site Plan,2,,,,unassigned,New Task 114,2025-05-4
,Interior Layout Plan,1,,,,unassigned,New Task 115,2025-05-27
,Other,3,,,,unassigned,New Task 116,2025-05-17
,Conceptual Design,2,,,,unassigned,New Task 117,2025-05-14
,Design Development,1,,,,unassigned,New Task 118,
,3D Render,3,,,,unassigned,New Task 119,
,Permit Drawing,1,,,,unassigned,New Task 120,2025-05-29
,Interior Layout Plan,1,,,,unassigned,New Task 121,2025-05-9
,Interior Layout Plan,1,,,,unassigned,New Task 122,2025-05-21
,General Specification,3,,,,unassigned,New Task 123,
,Construction Document,1,,,,unassigned,New Task 124,2025-05-28
,Design Development,2,,,,unassigned,New Task 125,2025-05-26
,Zoning & Building Code Compliance,2,,,,unassigned,New Task 126,2025-05-13
,Partition Plan,2,,,,unassigned,New Task 127,
,3D Model,1,,,,unassigned,New Task 128,
,Design Development,1,,,,unassigned,New Task 129,2025-05-23
,Site Plan,1,,,,unassigned,New Task 130,
,Roof Plan,2,,,,unassigned,New Task 131,2025-05-8
,3D Render,1,,,,unassigned,New Task 132,
,Roof Plan,1,,,,unassigned,New Task 133,
,Partition Plan,3,,,,unassigned,New Task 134,
,Roof Plan,1,,,,unassigned,New Task 135,
,Hardscape Plan,1,,,,unassigned,New Task 136,
,Landscape Plan,3,,,,unassigned,New Task 137,
,Lighting & Fixture Plan,3,,,,unassigned,New Task 138,
,3D Model,1,,,,unassigned,New Task 139,
,Landscape Plan,1,,,,unassigned,New Task 140,
,3D Render,1,,,,unassigned,New Task 141,2025-05-6
,Permit Drawing,1,,,,unassigned,New Task 142,2025-05-26
,Virtual Reality,1,,,,unassigned,New Task 143,2025-05-30
,Landscape Plan,1,,,,unassigned,New Task 144,
,Floor Plan,3,,,,unassigned,New Task 145,2025-05-1
,General Specification,2,,,,unassigned,New Task 146,2025-05-19
,Furniture Layout Plan,1,,,,unassigned,New Task 147,
,Furniture Layout Plan,2,,,,unassigned,New Task 148,2025-05-21
,Hardscape Plan,2,,,,unassigned,New Task 149,2025-05-19
,Permit Drawing,1,,,,unassigned,New Task 150,2025-05-12
,Furniture Layout Plan,3,,,,unassigned,New Task 151,
,Material Board,1,,,,unassigned,New Task 152,2025-05-25
,Reflected Ceiling Plan,3,,,,unassigned,New Task 153,
,Elevation Drawing,2,,,,unassigned,New Task 154,2025-05-12
,Permit Drawing,1,,,,unassigned,New Task 155,2025-05-19
,Site Plan,3,,,,unassigned,New Task 156,
,Site Plan,1,,,,unassigned,New Task 157,2025-05-12
,Virtual Reality,1,,,,unassigned,New Task 158,
,Construction Document,2,,,,unassigned,New Task 159,
,Finish Schedule,1,,,,unassigned,New Task 160,
,Finish Schedule,1,,,,unassigned,New Task 161,
,Roof Plan,3,,,,unassigned,New Task 162,2025-05-7
,Site Plan,1,,,,unassigned,New Task 163,
,Construction Document,2,,,,unassigned,New Task 164,
,Reflected Ceiling Plan,2,,,,unassigned,New Task 165,2025-05-14
,Virtual Reality,2,,,,unassigned,New Task 166,2025-05-21
,Technical Specification,2,,,,unassigned,New Task 167,2025-05-14
,Custom Millwork & Joinery Drawing,3,,,,unassigned,New Task 168,2025-05-7
,Material Board,3,,,,unassigned,New Task 169,2025-05-20
,Door & Window Schedule,1,,,,unassigned,New Task 170,
,Construction Document,1,,,,unassigned,New Task 171,2025-05-26
,Construction Document,2,,,,unassigned,New Task 172,
,Material Board,2,,,,unassigned,New Task 173,2025-05-16
,Zoning & Building Code Compliance,1,,,,unassigned,New Task 174,2025-05-24
,Custom Millwork & Joinery Drawing,3,,,,unassigned,New Task 175,
,Interior Layout Plan,2,,,,unassigned,New Task 176,
,Section Drawing,3,,,,unassigned,New Task 177,
,Interior Layout Plan,2,,,,unassigned,New Task 178,
,Furniture Layout Plan,3,,,,unassigned,New Task 179,
,Design Development,1,,,,unassigned,New Task 180,2025-05-19
,Roof Plan,3,,,,unassigned,New Task 181,
,Custom Millwork & Joinery Drawing,3,,,,unassigned,New Task 182,
,Schematic Design,3,,,,unassigned,New Task 183,
,Site Plan,1,,,,unassigned,New Task 184,2025-05-24
,Roof Plan,1,,,,unassigned,New Task 185,
,Zoning & Building Code Compliance,1,,,,unassigned,New Task 186,
,General Specification,3,,,,unassigned,New Task 187,2025-05-15
,Interior Layout Plan,3,,,,unassigned,New Task 188,
,Conceptual Design,2,,,,unassigned,New Task 189,
,Virtual Reality,3,,,,unassigned,New Task 190,
,Section Drawing,1,,,,unassigned,New Task 191,
,Conceptual Design,3,,,,unassigned,New Task 192,2025-05-3
,Technical Specification,1,,,,unassigned,New Task 193,2025-05-29
,Schematic Design,1,,,,unassigned,New Task 194,
,Hardscape Plan,2,,,,unassigned,New Task 195,
,Zoning & Building Code Compliance,3,,,,unassigned,New Task 196,
,Furniture Layout Plan,1,,,,unassigned,New Task 197,
,Roof Plan,3,,,,unassigned,New Task 198,2025-05-25
,Virtual Reality,1,,,,unassigned,New Task 199,
,Other,1,,,,unassigned,New Task 200,
,Custom Millwork & Joinery Drawing,3,,,,unassigned,New Task 201,2025-05-14
,Roof Plan,1,,,,unassigned,New Task 202,
,Virtual Reality,1,,,,unassigned,New Task 203,
,3D Model,2,,,,unassigned,New Task 204,2025-05-3
,Roof Plan,3,,,,unassigned,New Task 205,2025-05-15
,Landscape Plan,3,,,,unassigned,New Task 206,
,General Specification,2,,,,unassigned,New Task 207,
,3D Model,2,,,,unassigned,New Task 208,2025-05-8
,Finish Schedule,3,,,,unassigned,New Task 209,2025-05-9
,Material Board,1,,,,unassigned,New Task 210,2025-05-14
,Permit Drawing,1,,,,unassigned,New Task 211,
,Elevation Drawing,1,,,,unassigned,New Task 212,2025-05-23
,Landscape Plan,1,,,,unassigned,New Task 213,
,Roof Plan,3,,,,unassigned,New Task 214,
,Material Board,3,,,,unassigned,New Task 215,
,General Specification,2,,,,unassigned,New Task 216,
,Conceptual Design,2,,,,unassigned,New Task 217,2025-05-16
,Elevation Drawing,2,,,,unassigned,New Task 218,
,Furniture Layout Plan,2,,,,unassigned,New Task 219,2025-05-2
,Reflected Ceiling Plan,3,,,,unassigned,New Task 220,
,3D Render,1,,,,unassigned,New Task 221,2025-05-8
,Reflected Ceiling Plan,2,,,,unassigned,New Task 222,
,Construction Document,1,,,,unassigned,New Task 223,
,Door & Window Schedule,1,,,,unassigned,New Task 224,2025-05-3
,Door & Window Schedule,3,,,,unassigned,New Task 225,2025-05-18
,Landscape Plan,2,,,,unassigned,New Task 226,2025-05-1
,Section Drawing,1,,,,unassigned,New Task 227,
,Elevation Drawing,3,,,,unassigned,New Task 228,2025-05-10
,Door & Window Schedule,1,,,,unassigned,New Task 229,2025-05-24
,Lighting & Fixture Plan,3,,,,unassigned,New Task 230,2025-05-21
,3D Model,3,,,,unassigned,New Task 231,2025-05-25
,Finish Schedule,1,,,,unassigned,New Task 232,
,Door & Window Schedule,2,,,,unassigned,New Task 233,
,Zoning & Building Code Compliance,1,,,,unassigned,New Task 234,
,Design Development,3,,,,unassigned,New Task 235,2025-05-7
,Partition Plan,2,,,,unassigned,New Task 236,
,Elevation Drawing,2,,,,unassigned,New Task 237,2025-05-7
,3D Model,1,,,,unassigned,New Task 238,
,Reflected Ceiling Plan,2,,,,unassigned,New Task 239,2025-05-9
,Design Development,3,,,,unassigned,New Task 240,2025-05-5
,Conceptual Design,3,,,,unassigned,New Task 241,2025-05-24
,Design Development,2,,,,unassigned,New Task 242,
,Lighting & Fixture Plan,1,,,,unassigned,New Task 243,2025-05-16
,Virtual Reality,1,,,,unassigned,New Task 244,
,Design Development,1,,,,unassigned,New Task 245,2025-05-18
,Design Development,2,,,,unassigned,New Task 246,2025-05-17
,Landscape Plan,1,,,,unassigned,New Task 247,2025-05-4
,Permit Drawing,2,,,,unassigned,New Task 248,2025-05-15
,Furniture Layout Plan,2,,,,unassigned,New Task 249,
,Technical Specification,3,,,,unassigned,New Task 250,2025-05-22
,3D Render,1,,,,unassigned,New Task 251,
,Finish Schedule,2,,,,unassigned,New Task 252,2025-05-22
,Custom Millwork & Joinery Drawing,3,,,,unassigned,New Task 253,2025-05-23
,Conceptual Design,2,,,,unassigned,New Task 254,2025-05-25
,Lighting & Fixture Plan,2,,,,unassigned,New Task 255,2025-05-26
,Door & Window Schedule,2,,,,unassigned,New Task 256,
,Virtual Reality,3,,,,unassigned,New Task 257,
,Floor Plan,2,,,,unassigned,New Task 258,
,Virtual Reality,3,,,,unassigned,New Task 259,
,Partition Plan,1,,,,unassigned,New Task 260,2025-05-18
,Finish Schedule,3,,,,unassigned,New Task 261,2025-05-14
,Roof Plan,2,,,,unassigned,New Task 262,
,Technical Specification,1,,,,unassigned,New Task 263,2025-05-26
,Schematic Design,3,,,,unassigned,New Task 264,
,Design Development,1,,,,unassigned,New Task 265,
,Hardscape Plan,2,,,,unassigned,New Task 266,
,Virtual Reality,3,,,,unassigned,New Task 267,2025-05-8
,Finish Schedule,2,,,,unassigned,New Task 268,
,Custom Millwork & Joinery Drawing,2,,,,unassigned,New Task 269,2025-05-25
,3D Render,1,,,,unassigned,New Task 270,2025-05-25
,3D Model,2,,,,unassigned,New Task 271,
,Permit Drawing,2,,,,unassigned,New Task 272,
,Zoning & Building Code Compliance,1,,,,unassigned,New Task 273,
,Partition Plan,2,,,,unassigned,New Task 274,
,Custom Millwork & Joinery Drawing,2,,,,unassigned,New Task 275,
,General Specification,3,,,,unassigned,New Task 276,2025-05-13
,Virtual Reality,3,,,,unassigned,New Task 277,
,Finish Schedule,2,,,,unassigned,New Task 278,
,3D Model,3,,,,unassigned,New Task 279,2025-05-14
,Design Development,2,,,,unassigned,New Task 280,2025-05-5
,3D Model,2,,,,unassigned,New Task 281,2025-05-24
,3D Render,1,,,,unassigned,New Task 282,
,Conceptual Design,1,,,,unassigned,New Task 283,2025-05-2
,Schematic Design,3,,,,unassigned,New Task 284,2025-05-26
,Landscape Plan,2,,,,unassigned,New Task 285,
,Material Board,2,,,,unassigned,New Task 286,2025-05-6
,Conceptual Design,3,,,,unassigned,New Task 287,
,Design Development,3,,,,unassigned,New Task 288,2025-05-10
,Permit Drawing,2,,,,unassigned,New Task 289,
,Roof Plan,3,,,,unassigned,New Task 290,2025-05-17
,Custom Millwork & Joinery Drawing,3,,,,unassigned,New Task 291,
,Section Drawing,2,,,,unassigned,New Task 292,
,3D Model,2,,,,unassigned,New Task 293,2025-05-21
,Zoning & Building Code Compliance,3,,,,unassigned,New Task 294,2025-05-29
,Lighting & Fixture Plan,3,,,,unassigned,New Task 295,
,Construction Document,2,,,,unassigned,New Task 296,2025-05-4
,Door & Window Schedule,1,,,,unassigned,New Task 297,
,Design Development,2,,,,unassigned,New Task 298,2025-05-3
,Elevation Drawing,2,,,,unassigned,New Task 299,
,Material Board,3,,,,unassigned,New Task 300,
,Reflected Ceiling Plan,3,,,,unassigned,New Task 301,2025-05-26
,Lighting & Fixture Plan,3,,,,unassigned,New Task 302,2025-05-21
,Technical Specification,1,,,,unassigned,New Task 303,
,Roof Plan,1,,,,unassigned,New Task 304,2025-05-23
,Partition Plan,1,,,,unassigned,New Task 305,2025-05-1
,Technical Specification,2,,,,unassigned,New Task 306,2025-05-28
,Elevation Drawing,2,,,,unassigned,New Task 307,
,3D Render,1,,,,unassigned,New Task 308,2025-05-30
,Material Board,3,,,,unassigned,New Task 309,
,Door & Window Schedule,3,,,,unassigned,New Task 310,2025-05-10
,Door & Window Schedule,3,,,,unassigned,New Task 311,2025-05-18
,3D Model,1,,,,unassigned,New Task 312,2025-05-8
,3D Render,1,,,,unassigned,New Task 313,
,Elevation Drawing,1,,,,unassigned,New Task 314,
,Custom Millwork & Joinery Drawing,3,,,,unassigned,New Task 315,
,Construction Document,2,,,,unassigned,New Task 316,2025-05-23
,Technical Specification,3,,,,unassigned,New Task 317,
,Furniture Layout Plan,1,,,,unassigned,New Task 318,2025-05-3
,Roof Plan,1,,,,unassigned,New Task 319,2025-05-1
,Reflected Ceiling Plan,2,,,,unassigned,New Task 320,
,Construction Document,3,,,,unassigned,New Task 321,
,Floor Plan,3,,,,unassigned,New Task 322,
,General Specification,2,,,,unassigned,New Task 323,2025-05-7
,3D Render,2,,,,unassigned,New Task 324,2025-05-12
,Landscape Plan,1,,,,unassigned,New Task 325,
,Roof Plan,2,,,,unassigned,New Task 326,2025-05-18
,Reflected Ceiling Plan,1,,,,unassigned,New Task 327,
,Site Plan,1,,,,unassigned,New Task 328,
,Material Board,3,,,,unassigned,New Task 329,
,Furniture Layout Plan,1,,,,unassigned,New Task 330,
,3D Model,3,,,,unassigned,New Task 331,2025-05-13
,Conceptual Design,2,,,,unassigned,New Task 332,2025-05-20
,Landscape Plan,1,,,,unassigned,New Task 333,2025-05-27
,Furniture Layout Plan,1,,,,unassigned,New Task 334,2025-05-27
,Construction Document,3,,,,unassigned,New Task 335,2025-05-13
,General Specification,2,,,,unassigned,New Task 336,
,Design Development,1,,,,unassigned,New Task 337,
,Lighting & Fixture Plan,3,,,,unassigned,New Task 338,
,Custom Millwork & Joinery Drawing,3,,,,unassigned,New Task 339,2025-05-19
,Furniture Layout Plan,3,,,,unassigned,New Task 340,
,Lighting & Fixture Plan,1,,,,unassigned,New Task 341,
,Conceptual Design,2,,,,unassigned,New Task 342,
,Door & Window Schedule,1,,,,unassigned,New Task 343,2025-05-10
,Finish Schedule,2,,,,unassigned,New Task 344,
,Conceptual Design,2,,,,unassigned,New Task 345,
,Finish Schedule,1,,,,unassigned,New Task 346,
,Zoning & Building Code Compliance,1,,,,unassigned,New Task 347,
,Partition Plan,1,,,,unassigned,New Task 348,
,Hardscape Plan,2,,,,unassigned,New Task 349,
,Custom Millwork & Joinery Drawing,2,,,,unassigned,New Task 350,
,Furniture Layout Plan,1,,,,unassigned,New Task 351,2025-05-25
,Roof Plan,2,,,,unassigned,New Task 352,
,Partition Plan,1,,,,unassigned,New Task 353,2025-05-22
,Permit Drawing,3,,,,unassigned,New Task 354,2025-05-2
,Lighting & Fixture Plan,3,,,,unassigned,New Task 355,2025-05-2
,3D Model,2,,,,unassigned,New Task 356,
,Roof Plan,3,,,,unassigned,New Task 357,
,Technical Specification,3,,,,unassigned,New Task 358,2025-05-8
,Furniture Layout Plan,3,,,,unassigned,New Task 359,2025-05-10
,Interior Layout Plan,2,,,,unassigned,New Task 360,2025-05-19
,Construction Document,2,,,,unassigned,New Task 361,2025-05-6
,Finish Schedule,3,,,,unassigned,New Task 362,2025-05-12
,Floor Plan,2,,,,unassigned,New Task 363,
