user_id,name,quality_score,task_id,title,description,type_of_task,priority_level,due_date
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.61,85c4aa9e-3ecc-4c8e-8fac-b73a5211e541,Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Material Board,Low,2025-04-21
2c56d310-1721-477f-afec-8afb6ecdc050,User 5,0.94,255eefa0-16dd-4f03-a056-aba9de04a403,Construction Documentation,Compile detailed construction drawings for city permit approval.,Custom Millwork & Joinery Drawing,High,2025-04-21
2c56d310-1721-477f-afec-8afb6ecdc050,User 5,0.99,10c22527-2a43-418a-8876-747b4f7f75ea,Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,3D Render,High,2025-04-11
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.62,0f52985c-de49-47bc-aedb-403b139f7836,3D Model Development,Create a detailed 3D model for the client’s new residential project.,3D Render,Neutral,2025-04-24
af501ad1-e93d-42c7-8c4c-7e29e64652e5,User 9,0.85,adec16f8-f8cc-4f80-aede-8da70199ac92,Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Hardscape Plan,Neutral,2025-04-20
93ba2297-6b06-4b1a-8027-fa46f18719e7,User 10,0.68,31e9ddb9-31dd-40a1-993a-db53bc4fdf75,Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Interior Layout Plan,Neutral,2025-04-30
b5d488b2-8cba-4d5e-a7fe-4a626fdfb5bf,User 1,0.66,42e55c68-4100-41c6-9169-69c572139a4e,Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Landscape Plan,High,2025-04-07
db8f7e99-6511-47ed-8c2d-057f90c2d3ad,User 2,0.95,855a65cf-a0c6-4250-b86c-8817a13a4a08,Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Furniture Layout Plan,Low,2025-04-16
93ba2297-6b06-4b1a-8027-fa46f18719e7,User 10,0.62,a5340f88-7f58-48f9-860a-0c3477db5d8c,Technical Specifications,Compile technical specifications for the construction phase.,Floor Plan,High,2025-04-05
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.7,38f1d3c1-8bab-4dd7-85e8-f0e3881cbaac,Interior Layout Planning,Optimize space planning for the luxury apartment interior.,General Specification,Neutral,2025-04-09
2c56d310-1721-477f-afec-8afb6ecdc050,User 5,0.89,2e312655-a61c-482d-b1d6-df5c13c5cdc5,3D Model Development,Create a detailed 3D model for the client’s new residential project.,Site Plan,Low,2025-04-23
7e681771-b7b1-4757-a5d7-fa45f1c1ca91,User 6,0.79,6c347da5-8d58-4c99-92c2-3a4bad0ccdf1,Structural Coordination,Coordinate with the structural engineer for beam placements.,Virtual Reality,Neutral,2025-04-06
31c0ec07-616a-4d60-9db4-cbb75bd98928,User 8,0.97,cd664d99-9eb7-4cdd-961c-ddfbae0ef3de,Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Floor Plan,Low,2025-04-07
93ba2297-6b06-4b1a-8027-fa46f18719e7,User 10,0.87,244a08c4-1891-4b71-b996-38ef440e4d63,Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Partition Plan,Neutral,2025-04-11
b5d488b2-8cba-4d5e-a7fe-4a626fdfb5bf,User 1,0.67,b66a2f90-2a5c-4783-8846-2b750635c49f,Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Construction Document,Low,2025-04-21
b5d488b2-8cba-4d5e-a7fe-4a626fdfb5bf,User 1,0.83,e4bef8f8-cb1d-423c-918b-6780bd7825f0,Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Hardscape Plan,Neutral,2025-04-15
e118a99c-62db-4ecf-b3e7-21ca9f0c6f08,User 4,0.88,657279e4-4b94-44bb-ba81-e7a9c8684270,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Furniture Layout Plan,Low,2025-04-04
31c0ec07-616a-4d60-9db4-cbb75bd98928,User 8,0.77,6765547f-6cbf-4c85-88b2-231e3bff2263,Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Construction Document,High,2025-04-30
7e681771-b7b1-4757-a5d7-fa45f1c1ca91,User 6,0.82,07fa0f6e-3b3d-4b26-8f61-76c3c67594b1,Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Elevation Drawing,High,2025-04-07
ca5a1f93-648f-4795-8ce0-eaf69044ffbf,User 3,0.93,818aad4b-a343-481a-84d0-9bdfe5468dc5,Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Virtual Reality,Low,2025-04-29
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.8,421d5406-8b62-49be-8578-4e8d176d1eda,Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Permit Drawing,Low,2025-04-08
2c56d310-1721-477f-afec-8afb6ecdc050,User 5,0.79,6146dbca-6180-493b-80a4-83176437157c,Construction Documentation,Compile detailed construction drawings for city permit approval.,General Specification,Low,2025-04-21
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.79,1fc28965-137e-4a5d-949b-39e81ded3cdc,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Landscape Plan,Neutral,2025-05-03
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.96,2d605876-4759-44d0-9b1e-a9d6627f9d0e,3D Model Development,Create a detailed 3D model for the client’s new residential project.,General Specification,Neutral,2025-04-23
e118a99c-62db-4ecf-b3e7-21ca9f0c6f08,User 4,0.78,5690289f-64d7-4c2e-adcb-693db3eb052d,Technical Specifications,Compile technical specifications for the construction phase.,Zoning & Building Code Compliance,Neutral,2025-04-05
93ba2297-6b06-4b1a-8027-fa46f18719e7,User 10,0.71,76895263-da30-41b7-a7d7-13b99fbf627f,Construction Documentation,Compile detailed construction drawings for city permit approval.,Door & Window Schedule,Neutral,2025-04-08
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.85,935d8574-c420-4a5f-b8ec-1cf9476d0b0c,Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Reflected Ceiling Plan,Low,2025-04-05
e118a99c-62db-4ecf-b3e7-21ca9f0c6f08,User 4,0.92,53694639-4ce9-46da-802b-62ee28367e68,Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Roof Plan,Neutral,2025-04-19
ca5a1f93-648f-4795-8ce0-eaf69044ffbf,User 3,0.66,4b6f95c7-6d93-4082-9cde-e65acf14853a,Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Hardscape Plan,Neutral,2025-05-01
31c0ec07-616a-4d60-9db4-cbb75bd98928,User 8,0.77,df1a58eb-b6eb-44f5-9820-e268870694ce,Lighting Plan Design,Create a lighting and fixture layout for the retail store.,3D Render,High,2025-04-29
31c0ec07-616a-4d60-9db4-cbb75bd98928,User 8,0.81,16cf0b9b-7221-4ea9-bb36-ff9f98ee833a,Structural Coordination,Coordinate with the structural engineer for beam placements.,Conceptual Design,Low,2025-04-09
db8f7e99-6511-47ed-8c2d-057f90c2d3ad,User 2,0.9,232ee9e6-9185-42a3-a14b-26be4d4ad311,Construction Documentation,Compile detailed construction drawings for city permit approval.,Door & Window Schedule,High,2025-04-05
b5d488b2-8cba-4d5e-a7fe-4a626fdfb5bf,User 1,0.71,fa9e49bc-8dcf-4053-9bc9-574f07379c78,Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Others,High,2025-04-25
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.69,eca5f9a1-d6a6-4de8-85cc-3b324e8d3ea1,Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Elevation Drawing,Neutral,2025-04-25
af501ad1-e93d-42c7-8c4c-7e29e64652e5,User 9,0.92,c2cd5b45-91d2-496b-ab5c-8aa015b20bcc,Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Finish Schedule,High,2025-05-03
31c0ec07-616a-4d60-9db4-cbb75bd98928,User 8,0.74,01bdac37-21e4-4d5c-aa06-a1dbc8207cec,3D Model Development,Create a detailed 3D model for the client’s new residential project.,Conceptual Design,Neutral,2025-04-23
93ba2297-6b06-4b1a-8027-fa46f18719e7,User 10,0.75,7f8e3f0c-720b-4117-8e32-f9ab2919fdfd,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Others,High,2025-04-27
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.84,581d2887-09ea-4216-9920-bea5089e208a,Structural Coordination,Coordinate with the structural engineer for beam placements.,Finish Schedule,Low,2025-05-01
7e681771-b7b1-4757-a5d7-fa45f1c1ca91,User 6,0.94,19326f5d-3f5f-4a91-ac51-623806cb9472,Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Others,High,2025-04-19
b5d488b2-8cba-4d5e-a7fe-4a626fdfb5bf,User 1,0.72,a031a172-f810-4a7d-bada-9653ed4b22aa,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Conceptual Design,High,2025-04-06
31c0ec07-616a-4d60-9db4-cbb75bd98928,User 8,0.69,8c2ce7ce-7eb0-40a1-94ff-9238e3dfa0c6,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Floor Plan,Neutral,2025-04-15
e118a99c-62db-4ecf-b3e7-21ca9f0c6f08,User 4,0.88,fdf363f8-4646-41b7-9b37-a0316f2244dd,Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Design Development,High,2025-04-17
ca5a1f93-648f-4795-8ce0-eaf69044ffbf,User 3,0.64,0bf37cb6-2672-452e-9428-f4ac04ef39f2,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Interior Layout Plan,Low,2025-05-03
ca5a1f93-648f-4795-8ce0-eaf69044ffbf,User 3,0.75,46d3f9e3-375a-4550-823e-4359400bb935,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Reflected Ceiling Plan,High,2025-04-15
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.9,b985681c-dce7-4ae6-8290-5a6f5c2c46ef,Landscape Design Refinement,Enhance the planting layout for the residential garden.,Roof Plan,Low,2025-05-02
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.74,43a8104a-9f14-4eb9-bcdf-b3ba857c37b6,Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Reflected Ceiling Plan,High,2025-04-10
b5d488b2-8cba-4d5e-a7fe-4a626fdfb5bf,User 1,0.99,b22b5ee1-1136-4a8f-85db-7e48b2a0e52f,Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Floor Plan,Low,2025-04-24
db8f7e99-6511-47ed-8c2d-057f90c2d3ad,User 2,0.76,139c2020-63e6-4cc9-a2e8-97de46cecd4c,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Material Board,High,2025-04-07
db8f7e99-6511-47ed-8c2d-057f90c2d3ad,User 2,0.97,9847eae1-cd28-4e49-98cb-c769fbdd550e,Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Conceptual Design,High,2025-04-12
93ba2297-6b06-4b1a-8027-fa46f18719e7,User 10,0.73,461fda85-8b34-4792-b511-5ecbf3268951,Material Selection & Specification,Curate materials and finishes for the sustainable home project.,3D Render,Neutral,2025-04-14
b5d488b2-8cba-4d5e-a7fe-4a626fdfb5bf,User 1,0.73,00a2653a-7e2d-46dd-956c-d8aff1d86091,3D Model Development,Create a detailed 3D model for the client’s new residential project.,Hardscape Plan,Low,2025-04-20
7e681771-b7b1-4757-a5d7-fa45f1c1ca91,User 6,0.75,d5f96912-0fdc-4301-af17-1c28d79d3b65,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Lighting & Fixture Plan,High,2025-05-02
e118a99c-62db-4ecf-b3e7-21ca9f0c6f08,User 4,0.82,53df91f5-6e3c-4f81-bbb5-63e356212a9d,Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Permit Drawing,Low,2025-04-08
e118a99c-62db-4ecf-b3e7-21ca9f0c6f08,User 4,0.65,c92c4945-94c1-4140-9fc9-f941a84dc477,3D Model Development,Create a detailed 3D model for the client’s new residential project.,3D Render,Low,2025-04-16
2c56d310-1721-477f-afec-8afb6ecdc050,User 5,0.67,fb67bbe4-7b6b-41cf-8eea-97d02a89f9b7,Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Permit Drawing,Neutral,2025-04-15
db8f7e99-6511-47ed-8c2d-057f90c2d3ad,User 2,0.71,ed20dda6-fbc6-4fc4-b679-8354972e9079,Structural Coordination,Coordinate with the structural engineer for beam placements.,Roof Plan,High,2025-04-05
93ba2297-6b06-4b1a-8027-fa46f18719e7,User 10,0.84,5b65d907-9e6d-4ecb-98b9-cd4d86147f1e,Landscape Design Refinement,Enhance the planting layout for the residential garden.,Virtual Reality,High,2025-04-08
7e681771-b7b1-4757-a5d7-fa45f1c1ca91,User 6,0.79,abd1aa47-8ecb-4a74-baa0-e3cab0349b25,Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Others,Neutral,2025-04-08
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.96,1f81b265-5fa4-4049-b2f3-3426cb84f14d,Technical Specifications,Compile technical specifications for the construction phase.,Reflected Ceiling Plan,High,2025-04-06
b5d488b2-8cba-4d5e-a7fe-4a626fdfb5bf,User 1,0.62,3d9734d5-31a5-4cf1-96c8-1ac7bfe9b22d,Interior Layout Planning,Optimize space planning for the luxury apartment interior.,3D Model,Low,2025-04-15
31c0ec07-616a-4d60-9db4-cbb75bd98928,User 8,0.83,77c0dcef-f969-4717-ae8c-03df6fff2a43,Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Finish Schedule,Low,2025-04-08
2c56d310-1721-477f-afec-8afb6ecdc050,User 5,0.86,42c61b24-d196-41c5-a5fc-08fc204be33e,Construction Documentation,Compile detailed construction drawings for city permit approval.,Design Development,High,2025-04-19
b5d488b2-8cba-4d5e-a7fe-4a626fdfb5bf,User 1,0.67,f8b6f4f8-db84-4a8e-8e6a-aa81960368d9,Landscape Design Refinement,Enhance the planting layout for the residential garden.,Interior Layout Plan,Low,2025-04-11
93ba2297-6b06-4b1a-8027-fa46f18719e7,User 10,0.97,e779d6a2-40f3-41ac-b1dd-4b0f7738c1e6,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Zoning & Building Code Compliance,Neutral,2025-04-09
2c56d310-1721-477f-afec-8afb6ecdc050,User 5,0.77,8c91ac86-9406-438c-a092-ad210d5b5b2e,Material Selection & Specification,Curate materials and finishes for the sustainable home project.,General Specification,High,2025-04-25
ca5a1f93-648f-4795-8ce0-eaf69044ffbf,User 3,0.61,a3e95c70-0d9c-4943-b5b5-87ef16d3c259,Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Partition Plan,Low,2025-04-08
ca5a1f93-648f-4795-8ce0-eaf69044ffbf,User 3,0.62,62ed87c0-97f6-4f30-b4f6-0b48d4e56031,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Hardscape Plan,Neutral,2025-04-06
2c56d310-1721-477f-afec-8afb6ecdc050,User 5,0.95,01d1ce39-9319-46ea-a419-ed57ba5dedd1,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,3D Model,High,2025-04-05
7e681771-b7b1-4757-a5d7-fa45f1c1ca91,User 6,0.91,eba2af8f-6b75-4152-91c6-93c08b149ae8,Landscape Design Refinement,Enhance the planting layout for the residential garden.,Elevation Drawing,High,2025-04-14
2c56d310-1721-477f-afec-8afb6ecdc050,User 5,0.91,c112e44f-832e-4759-baac-ffda2d62ace2,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Permit Drawing,Low,2025-04-21
e118a99c-62db-4ecf-b3e7-21ca9f0c6f08,User 4,0.85,ac6e0b2b-0fe7-4241-90c2-a2107e4da3a1,Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Reflected Ceiling Plan,High,2025-04-30
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.75,b4f23cf7-0c68-48d1-968a-5b59298b3f91,Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Material Board,Neutral,2025-04-10
af501ad1-e93d-42c7-8c4c-7e29e64652e5,User 9,0.88,5d58cece-002c-4aa5-ab26-8b0643749677,Technical Specifications,Compile technical specifications for the construction phase.,Floor Plan,Low,2025-04-12
2c56d310-1721-477f-afec-8afb6ecdc050,User 5,0.79,02854166-3763-4dc5-b9ab-e308f541b138,Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Construction Document,Low,2025-04-18
db8f7e99-6511-47ed-8c2d-057f90c2d3ad,User 2,0.9,bfa920ca-49d2-43be-8c70-69bc64a7ac23,Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Hardscape Plan,High,2025-05-01
e118a99c-62db-4ecf-b3e7-21ca9f0c6f08,User 4,0.86,b6a005f5-0ac9-4757-b32a-09ba9eabbbe1,Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Site Plan,High,2025-04-21
ca5a1f93-648f-4795-8ce0-eaf69044ffbf,User 3,0.72,67b5e80d-e53d-4b08-8d16-1d716f77235c,Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Conceptual Design,Low,2025-04-11
93ba2297-6b06-4b1a-8027-fa46f18719e7,User 10,0.88,655e7448-246a-49f5-b900-2e04e1f5711d,Lighting Plan Design,Create a lighting and fixture layout for the retail store.,General Specification,High,2025-04-13
7e681771-b7b1-4757-a5d7-fa45f1c1ca91,User 6,0.68,09e4825d-70a4-4578-83ec-b90d5c591ccc,Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Virtual Reality,Low,2025-04-13
db8f7e99-6511-47ed-8c2d-057f90c2d3ad,User 2,0.68,ae3e1358-40fc-4905-957a-e5ba43426b34,Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Partition Plan,Low,2025-04-24
b5d488b2-8cba-4d5e-a7fe-4a626fdfb5bf,User 1,0.75,1ef7576a-df8e-4571-9fa8-3bb8c09e98dc,Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Schematic Design,High,2025-04-30
af501ad1-e93d-42c7-8c4c-7e29e64652e5,User 9,0.96,7801bb5c-8a40-492f-8e70-d800caf2ff49,Structural Coordination,Coordinate with the structural engineer for beam placements.,General Specification,Neutral,2025-04-29
2c56d310-1721-477f-afec-8afb6ecdc050,User 5,0.72,7c9fd6dd-c9dd-454d-aecc-dcfca7ed9006,Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Elevation Drawing,Low,2025-04-22
e118a99c-62db-4ecf-b3e7-21ca9f0c6f08,User 4,0.96,af5821b5-e818-4b80-af24-fb447b7cbbcd,Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Site Plan,High,2025-04-26
31c0ec07-616a-4d60-9db4-cbb75bd98928,User 8,0.86,2b0b91e8-893b-4f88-83c2-db047a3390ad,Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Technical Specification,Low,2025-04-12
e118a99c-62db-4ecf-b3e7-21ca9f0c6f08,User 4,0.74,5031b7ce-297c-46b7-bba5-9a0413f9ea89,Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Custom Millwork & Joinery Drawing,Low,2025-05-01
31c0ec07-616a-4d60-9db4-cbb75bd98928,User 8,0.64,d439f5c9-4a9f-454c-8d68-f21907001be2,Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Construction Document,Low,2025-04-07
2c56d310-1721-477f-afec-8afb6ecdc050,User 5,0.98,4f00e9b7-8d2c-4ff2-99c7-b27c7a5ab3d9,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Interior Layout Plan,Neutral,2025-04-16
7e681771-b7b1-4757-a5d7-fa45f1c1ca91,User 6,0.64,fa4127f3-f9c3-4453-a1d2-d4cfede82f39,3D Model Development,Create a detailed 3D model for the client’s new residential project.,Custom Millwork & Joinery Drawing,High,2025-04-05
b5d488b2-8cba-4d5e-a7fe-4a626fdfb5bf,User 1,0.92,dbdcaf37-4b87-4e29-adad-6008c378a273,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Landscape Plan,Neutral,2025-04-19
af501ad1-e93d-42c7-8c4c-7e29e64652e5,User 9,0.64,609e8651-b9c3-4eb1-a2fe-cc188be5609c,Structural Coordination,Coordinate with the structural engineer for beam placements.,Others,High,2025-04-13
b5d488b2-8cba-4d5e-a7fe-4a626fdfb5bf,User 1,0.6,a7f687d9-f6f9-4683-a0ca-5bbfe2034479,Site Plan Drafting,Prepare a site plan layout considering zoning and access.,General Specification,High,2025-04-21
e118a99c-62db-4ecf-b3e7-21ca9f0c6f08,User 4,0.67,0230804b-f842-4be6-888b-1fb2ee9cc1cd,Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Construction Document,Low,2025-05-02
ca5a1f93-648f-4795-8ce0-eaf69044ffbf,User 3,0.93,36a6bdce-4051-464c-bba3-7f1226dfd629,Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Technical Specification,Neutral,2025-04-20
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.9,89c3bc8b-1204-4ed4-b5f2-161f9231fc08,Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Reflected Ceiling Plan,Low,2025-04-27
ca5a1f93-648f-4795-8ce0-eaf69044ffbf,User 3,0.68,a8af075a-57ef-4542-8083-a44cc47c8015,Landscape Design Refinement,Enhance the planting layout for the residential garden.,Hardscape Plan,High,2025-04-04
7e681771-b7b1-4757-a5d7-fa45f1c1ca91,User 6,0.7,f5f0052f-596d-47cf-87bc-8791f951b0cf,Landscape Design Refinement,Enhance the planting layout for the residential garden.,Door & Window Schedule,Low,2025-04-13
93ba2297-6b06-4b1a-8027-fa46f18719e7,User 10,0.71,c3c9d1b4-b798-4a1f-9c9c-1942a9dcfc6c,Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Conceptual Design,Neutral,2025-04-23
e118a99c-62db-4ecf-b3e7-21ca9f0c6f08,User 4,0.66,cb9645c8-227a-4063-a8aa-bdbbf2eb7d43,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Conceptual Design,Neutral,2025-04-12
af501ad1-e93d-42c7-8c4c-7e29e64652e5,User 9,0.88,e2c96c08-a44b-4ab0-9a8e-8e7c536d4131,Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Section Drawing,Low,2025-04-16
db8f7e99-6511-47ed-8c2d-057f90c2d3ad,User 2,0.95,97b553c1-ad46-4065-a7a4-3a2d34d60563,Construction Documentation,Compile detailed construction drawings for city permit approval.,3D Render,Neutral,2025-04-13
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.61,d7e3bbca-19ce-4a0e-bbdb-cc892586d798,Technical Specifications,Compile technical specifications for the construction phase.,Permit Drawing,High,2025-04-23
db8f7e99-6511-47ed-8c2d-057f90c2d3ad,User 2,0.67,a416e6b1-f52f-4325-a1bc-15f8e1088576,Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Technical Specification,Low,2025-05-01
31c0ec07-616a-4d60-9db4-cbb75bd98928,User 8,0.98,9746786b-8cb6-4190-aa47-fea1bc4bf98b,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Conceptual Design,Neutral,2025-04-21
7e681771-b7b1-4757-a5d7-fa45f1c1ca91,User 6,0.9,f7528084-7bba-40f7-8cad-91913b93554e,Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,General Specification,Low,2025-04-16
2c56d310-1721-477f-afec-8afb6ecdc050,User 5,0.61,c62c2c75-4893-4951-a896-89164c249ea0,Structural Coordination,Coordinate with the structural engineer for beam placements.,Floor Plan,Low,2025-04-23
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.63,dd484354-4e33-4741-90aa-f7fe66d45139,Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Material Board,High,2025-04-22
93ba2297-6b06-4b1a-8027-fa46f18719e7,User 10,0.82,591901da-95f6-43ef-8e09-4f76c55e59ed,Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Material Board,Neutral,2025-04-15
7e681771-b7b1-4757-a5d7-fa45f1c1ca91,User 6,0.89,900234a6-4440-4e57-b0b7-bbf4337b7ca8,Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,3D Render,Neutral,2025-04-26
31c0ec07-616a-4d60-9db4-cbb75bd98928,User 8,0.69,5a4244fa-472d-4355-988e-5327e5a98f69,Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Conceptual Design,Neutral,2025-04-20
af501ad1-e93d-42c7-8c4c-7e29e64652e5,User 9,0.61,033d69f4-41bc-45a4-a45c-b3bf5dfa5c50,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Conceptual Design,Low,2025-04-26
93ba2297-6b06-4b1a-8027-fa46f18719e7,User 10,0.86,5f21d263-9f06-463e-8344-687e1bfea243,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Finish Schedule,Neutral,2025-04-18
93ba2297-6b06-4b1a-8027-fa46f18719e7,User 10,0.63,26c84496-7cb4-4316-a733-4a3f577fab39,3D Model Development,Create a detailed 3D model for the client’s new residential project.,Reflected Ceiling Plan,High,2025-04-05
db8f7e99-6511-47ed-8c2d-057f90c2d3ad,User 2,0.92,dafdde83-6766-44df-ae98-f101df3cef6b,Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Construction Document,Low,2025-04-08
93ba2297-6b06-4b1a-8027-fa46f18719e7,User 10,0.71,ee7809f0-eab6-42d8-8163-9d4fe150fcbc,Technical Specifications,Compile technical specifications for the construction phase.,Design Development,Low,2025-04-20
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.63,eafc2458-14aa-4d13-98e7-46f4e124be2b,Technical Specifications,Compile technical specifications for the construction phase.,General Specification,High,2025-04-22
31c0ec07-616a-4d60-9db4-cbb75bd98928,User 8,0.83,77a0c026-b201-4d8f-a90e-42fc4c82ef08,Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Technical Specification,Neutral,2025-04-12
93ba2297-6b06-4b1a-8027-fa46f18719e7,User 10,0.95,3a4712ea-b937-4b6d-b2ef-1c7458be5a18,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Finish Schedule,Low,2025-04-08
b5d488b2-8cba-4d5e-a7fe-4a626fdfb5bf,User 1,0.66,ea8a5364-2c5a-42c3-b42c-a01b81e5a876,Technical Specifications,Compile technical specifications for the construction phase.,Hardscape Plan,High,2025-04-24
af501ad1-e93d-42c7-8c4c-7e29e64652e5,User 9,0.96,cafbcb6e-56f6-46a3-93f5-ca6d98fb299b,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Door & Window Schedule,High,2025-04-09
e118a99c-62db-4ecf-b3e7-21ca9f0c6f08,User 4,0.91,028c260f-7692-4e61-82fb-0fd916981ffa,Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Landscape Plan,High,2025-05-02
af501ad1-e93d-42c7-8c4c-7e29e64652e5,User 9,0.87,5e34efd1-b4fa-4688-8c7a-f89556c9cc21,Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Site Plan,Neutral,2025-04-04
ca5a1f93-648f-4795-8ce0-eaf69044ffbf,User 3,0.68,675959f0-b3f5-4434-a69a-db6d48dbf2fa,Structural Coordination,Coordinate with the structural engineer for beam placements.,Site Plan,Low,2025-04-24
af501ad1-e93d-42c7-8c4c-7e29e64652e5,User 9,0.75,97f605fd-c6e0-48f3-8e35-8bfb28adca84,Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Technical Specification,High,2025-04-30
af501ad1-e93d-42c7-8c4c-7e29e64652e5,User 9,0.77,430d75c5-6a28-4883-b8c0-59f06e724097,Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Landscape Plan,Low,2025-04-14
