title,description,type_of_task,priority_level,due_date,workload,avg_quality_score,preferred_task,match_score
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Permit Drawing,High,2025-05-07,6,0.91,Custom Millwork & Joinery Drawing,0.98
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Furniture Layout Plan,Neutral,2025-04-29,5,0.84,Custom Millwork & Joinery Drawing,0.8
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,Furniture Layout Plan,Neutral,2025-05-01,4,0.87,3D Model,0.84
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,3D Model,Neutral,2025-04-26,1,0.9,Elevation Drawing,0.91
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Elevation Drawing,Low,2025-05-05,2,0.92,3D Model,0.88
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Schematic Design,Low,2025-04-14,10,0.81,Landscape Plan,0.99
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Lighting & Fixture Plan,High,2025-04-11,9,0.85,Finish Schedule,0.97
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Interior Layout Plan,Low,2025-04-20,2,0.99,3D Model,0.94
Green Roof Plan Development,Design the planting and drainage system for the green roof.,Material Board,Neutral,2025-04-21,2,0.84,Zoning & Building Code Compliance,0.81
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,Schematic Design,High,2025-04-19,9,0.92,Interior Layout Plan,0.94
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Interior Layout Plan,High,2025-05-04,9,0.99,Permit Drawing,0.98
Structural Coordination,Coordinate with the structural engineer for beam placements.,3D Model,Neutral,2025-04-23,2,0.98,Elevation Drawing,0.95
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Lighting & Fixture Plan,Low,2025-04-21,5,0.96,Partition Plan,0.85
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,Partition Plan,Neutral,2025-05-07,7,0.93,Schematic Design,0.96
Landscape Design Refinement,Enhance the planting layout for the residential garden.,Roof Plan,High,2025-05-02,2,0.9,Technical Specification,0.98
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Elevation Drawing,Neutral,2025-04-12,9,0.92,Design Development,0.93
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,Door & Window Schedule,Neutral,2025-05-05,2,0.96,Partition Plan,0.95
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Material Board,High,2025-05-08,1,0.93,Interior Layout Plan,0.9
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Hardscape Plan,High,2025-04-19,4,0.85,Partition Plan,0.99
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Design Development,Neutral,2025-04-30,2,1.0,Floor Plan,0.9
3D Model Development,Create a detailed 3D model for the client’s new residential project.,3D Render,Low,2025-05-04,2,0.84,Interior Layout Plan,0.96
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Hardscape Plan,Low,2025-04-15,6,0.99,Landscape Plan,0.95
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,Design Development,Low,2025-05-03,7,0.82,Interior Layout Plan,0.89
Schematic Design Iteration,Refine the schematic design for feedback from the stakeholders.,Virtual Reality,Low,2025-04-24,1,0.95,Conceptual Design,0.83
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,3D Model,Neutral,2025-04-17,8,0.92,Hardscape Plan,0.96
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,Schematic Design,Low,2025-05-09,9,0.93,Site Plan,0.96
Bid Package Compilation,Organize all documents needed for contractor bidding.,Conceptual Design,High,2025-04-27,3,0.96,Material Board,0.85
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,3D Model,Low,2025-04-17,4,0.83,Floor Plan,0.94
Permit Drawing Submission,Prepare and submit permit drawings for approval.,General Specification,Neutral,2025-04-13,5,0.81,Furniture Layout Plan,0.92
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,Zoning & Building Code Compliance,Low,2025-05-08,2,1.0,Design Development,0.87
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,3D Render,Neutral,2025-05-01,6,0.92,Technical Specification,0.84
Technical Specifications,Compile technical specifications for the construction phase.,Permit Drawing,Neutral,2025-04-24,3,0.84,Partition Plan,0.86
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Conceptual Design,Neutral,2025-04-13,3,0.92,Conceptual Design,0.88
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,Zoning & Building Code Compliance,Low,2025-04-20,4,0.99,Others,0.85
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Site Plan,High,2025-04-30,6,0.87,Others,0.81
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Elevation Drawing,Neutral,2025-05-10,10,0.8,Custom Millwork & Joinery Drawing,0.88
3D Model Development,Create a detailed 3D model for the client’s new residential project.,Design Development,Neutral,2025-04-24,10,0.9,3D Model,0.91
Landscape Design Refinement,Enhance the planting layout for the residential garden.,Design Development,Low,2025-05-03,8,0.87,Material Board,0.88
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Schematic Design,Low,2025-04-27,4,0.82,Virtual Reality,0.82
General Specification Draft,Prepare general notes and material specifications for tender documents.,Finish Schedule,Neutral,2025-05-03,3,0.84,Door & Window Schedule,0.84
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Custom Millwork & Joinery Drawing,Neutral,2025-04-27,3,0.86,Material Board,0.83
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Furniture Layout Plan,Neutral,2025-04-12,10,0.86,Lighting & Fixture Plan,0.88
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Zoning & Building Code Compliance,Low,2025-04-13,9,0.91,Virtual Reality,1.0
Construction Documentation,Compile detailed construction drawings for city permit approval.,Interior Layout Plan,High,2025-05-08,5,0.94,Interior Layout Plan,0.95
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Lighting & Fixture Plan,High,2025-04-18,10,0.81,Site Plan,0.99
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,General Specification,Low,2025-05-06,2,0.88,Interior Layout Plan,0.86
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Others,Low,2025-05-03,5,0.99,Hardscape Plan,0.85
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,General Specification,Neutral,2025-04-22,8,0.82,Partition Plan,0.99
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,Permit Drawing,Low,2025-04-13,7,0.84,Landscape Plan,0.89
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Technical Specification,Low,2025-05-05,3,0.92,Door & Window Schedule,0.96
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Hardscape Plan,Neutral,2025-04-16,8,0.88,Lighting & Fixture Plan,0.93
Construction Documentation,Compile detailed construction drawings for city permit approval.,Technical Specification,Neutral,2025-04-16,10,0.87,Floor Plan,0.94
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Door & Window Schedule,Low,2025-05-08,8,0.86,Roof Plan,0.85
Green Roof Plan Development,Design the planting and drainage system for the green roof.,Door & Window Schedule,Low,2025-04-24,10,0.94,Reflected Ceiling Plan,0.98
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,Zoning & Building Code Compliance,High,2025-04-29,1,0.94,Reflected Ceiling Plan,0.82
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Custom Millwork & Joinery Drawing,Neutral,2025-04-23,2,0.99,Virtual Reality,0.86
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,General Specification,Low,2025-04-29,1,0.82,Schematic Design,1.0
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Lighting & Fixture Plan,Neutral,2025-04-21,2,0.86,Construction Document,0.98
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Technical Specification,Low,2025-04-29,7,0.92,3D Model,0.98
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,Design Development,Neutral,2025-05-06,7,0.83,Elevation Drawing,0.94
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Schematic Design,High,2025-04-28,6,0.98,Lighting & Fixture Plan,0.9
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Others,Low,2025-04-22,7,0.87,Material Board,0.83
Custom Fixture Detailing,Design custom-built washbasin counters for the hotel suites.,Material Board,Neutral,2025-04-20,6,0.88,Virtual Reality,0.8
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Finish Schedule,High,2025-04-28,8,0.84,Elevation Drawing,0.93
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",3D Model,Neutral,2025-04-16,5,0.99,Technical Specification,0.91
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Virtual Reality,High,2025-04-24,5,0.99,Site Plan,0.97
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Lighting & Fixture Plan,Low,2025-04-22,2,0.83,Floor Plan,0.97
Green Roof Plan Development,Design the planting and drainage system for the green roof.,Schematic Design,Neutral,2025-04-21,8,0.89,Technical Specification,0.96
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,Technical Specification,High,2025-04-26,1,0.82,Construction Document,0.83
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Roof Plan,Neutral,2025-04-16,7,0.87,Others,0.98
Landscape Design Refinement,Enhance the planting layout for the residential garden.,Virtual Reality,Low,2025-04-27,9,0.9,Section Drawing,0.9
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Lighting & Fixture Plan,Neutral,2025-04-11,7,0.94,Door & Window Schedule,0.87
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Reflected Ceiling Plan,High,2025-04-22,7,0.83,Schematic Design,0.88
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Virtual Reality,Low,2025-05-06,1,0.96,Lighting & Fixture Plan,0.95
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Landscape Plan,High,2025-05-04,1,0.95,Elevation Drawing,0.85
Roof Plan Drawing,"Detail the slope, drainage, and roofing system layout for the warehouse.",Virtual Reality,High,2025-05-09,9,0.93,Design Development,0.82
Green Roof Plan Development,Design the planting and drainage system for the green roof.,Permit Drawing,Neutral,2025-04-22,7,0.81,Technical Specification,0.96
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,Reflected Ceiling Plan,High,2025-05-03,6,0.83,Partition Plan,0.98
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Section Drawing,High,2025-04-29,6,0.83,Material Board,0.85
3D Model Development,Create a detailed 3D model for the client’s new residential project.,Zoning & Building Code Compliance,Low,2025-04-19,2,0.86,Permit Drawing,0.81
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Site Plan,High,2025-04-28,8,0.88,Conceptual Design,0.81
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,Design Development,Neutral,2025-04-22,2,0.82,Lighting & Fixture Plan,1.0
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Technical Specification,High,2025-04-25,1,0.91,Landscape Plan,0.96
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Virtual Reality,Neutral,2025-05-10,1,0.85,3D Model,0.93
Accessibility Audit,Review floor plans for compliance with accessibility standards.,3D Render,Neutral,2025-05-05,8,0.81,Material Board,0.87
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Virtual Reality,Neutral,2025-05-08,10,0.88,Custom Millwork & Joinery Drawing,0.87
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,3D Render,Neutral,2025-04-11,1,0.82,3D Render,0.87
Bid Package Compilation,Organize all documents needed for contractor bidding.,Furniture Layout Plan,High,2025-04-22,8,0.83,Landscape Plan,0.9
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Design Development,Neutral,2025-04-14,3,0.82,Conceptual Design,0.98
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Schematic Design,Neutral,2025-05-03,6,0.95,Furniture Layout Plan,0.86
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Reflected Ceiling Plan,High,2025-04-11,5,0.95,Construction Document,0.85
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Hardscape Plan,Neutral,2025-04-22,1,0.99,Design Development,0.95
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Design Development,Neutral,2025-04-28,1,1.0,Reflected Ceiling Plan,0.96
Structural Coordination,Coordinate with the structural engineer for beam placements.,Custom Millwork & Joinery Drawing,Neutral,2025-04-17,3,0.89,Lighting & Fixture Plan,0.94
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Landscape Plan,Neutral,2025-05-09,3,0.81,Site Plan,0.87
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Schematic Design,Low,2025-04-30,4,0.95,Permit Drawing,0.85
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Elevation Drawing,Neutral,2025-04-24,3,0.92,Reflected Ceiling Plan,0.9
Custom Fixture Detailing,Design custom-built washbasin counters for the hotel suites.,Conceptual Design,High,2025-05-10,10,0.92,Permit Drawing,0.83
3D Model Development,Create a detailed 3D model for the client’s new residential project.,Door & Window Schedule,Neutral,2025-04-13,3,0.89,Zoning & Building Code Compliance,0.94
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,Interior Layout Plan,High,2025-04-12,9,0.9,Others,0.97
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Zoning & Building Code Compliance,Neutral,2025-05-04,8,0.99,Furniture Layout Plan,0.82
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Elevation Drawing,High,2025-04-20,4,0.89,Furniture Layout Plan,0.83
Structural Coordination,Coordinate with the structural engineer for beam placements.,Partition Plan,High,2025-05-09,5,0.9,Conceptual Design,0.95
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Hardscape Plan,Low,2025-04-12,7,0.92,Hardscape Plan,1.0
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",General Specification,Neutral,2025-04-21,5,0.87,Landscape Plan,0.99
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Section Drawing,Neutral,2025-04-14,8,0.93,Landscape Plan,1.0
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Interior Layout Plan,Neutral,2025-05-07,3,0.83,Construction Document,0.8
Zoning Compliance Review,Analyze local zoning regulations to ensure the proposed design aligns with building codes.,Material Board,Neutral,2025-04-16,4,0.96,Conceptual Design,0.8
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,3D Render,Low,2025-05-03,1,0.96,Door & Window Schedule,0.92
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,Others,High,2025-04-13,1,0.82,Lighting & Fixture Plan,0.93
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Elevation Drawing,Low,2025-04-16,3,0.89,3D Model,0.98
General Specification Draft,Prepare general notes and material specifications for tender documents.,Virtual Reality,Neutral,2025-05-06,2,1.0,Technical Specification,0.99
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,3D Render,Low,2025-05-05,1,0.93,Landscape Plan,0.88
3D Model Development,Create a detailed 3D model for the client’s new residential project.,Others,Neutral,2025-04-25,8,0.83,Lighting & Fixture Plan,0.84
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,Roof Plan,High,2025-04-23,9,0.97,Construction Document,0.99
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,Others,Neutral,2025-05-07,6,0.83,Conceptual Design,0.87
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Permit Drawing,High,2025-04-20,2,0.83,Furniture Layout Plan,0.89
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Lighting & Fixture Plan,Low,2025-04-27,9,0.87,Technical Specification,0.86
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Furniture Layout Plan,High,2025-05-02,5,0.82,Elevation Drawing,0.94
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Schematic Design,High,2025-04-15,5,0.84,Landscape Plan,0.88
General Specification Draft,Prepare general notes and material specifications for tender documents.,Site Plan,Low,2025-04-28,2,0.86,Technical Specification,0.91
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Hardscape Plan,Neutral,2025-04-27,6,0.97,Interior Layout Plan,0.99
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Permit Drawing,Neutral,2025-05-03,8,0.99,Hardscape Plan,0.82
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,Others,Low,2025-04-24,2,0.87,Partition Plan,0.86
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Hardscape Plan,High,2025-04-11,4,0.8,Furniture Layout Plan,0.9
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,3D Render,High,2025-04-20,4,0.88,Lighting & Fixture Plan,0.86
Zoning Compliance Review,Analyze local zoning regulations to ensure the proposed design aligns with building codes.,Partition Plan,Neutral,2025-05-07,6,0.98,Design Development,0.96
Construction Documentation,Compile detailed construction drawings for city permit approval.,Elevation Drawing,High,2025-04-12,5,0.94,Design Development,0.81
Schematic Design Iteration,Refine the schematic design for feedback from the stakeholders.,Conceptual Design,Neutral,2025-04-20,2,0.84,Finish Schedule,0.92
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Roof Plan,Low,2025-04-18,9,0.84,Others,0.88
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Partition Plan,Low,2025-05-06,2,0.94,Furniture Layout Plan,0.99
Technical Specifications,Compile technical specifications for the construction phase.,Hardscape Plan,Low,2025-04-19,5,0.84,Material Board,0.82
General Specification Draft,Prepare general notes and material specifications for tender documents.,Partition Plan,Neutral,2025-04-14,2,0.8,Interior Layout Plan,0.83
Green Roof Plan Development,Design the planting and drainage system for the green roof.,Technical Specification,Neutral,2025-04-14,8,0.92,Custom Millwork & Joinery Drawing,0.85
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Partition Plan,High,2025-04-18,1,0.91,Interior Layout Plan,0.95
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Door & Window Schedule,Neutral,2025-04-15,7,0.81,Landscape Plan,0.8
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Door & Window Schedule,Low,2025-04-25,8,0.82,Schematic Design,0.91
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,3D Render,High,2025-04-13,6,0.87,Lighting & Fixture Plan,0.94
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Permit Drawing,High,2025-05-06,1,0.82,3D Render,0.98
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Elevation Drawing,Neutral,2025-05-06,2,0.99,Reflected Ceiling Plan,0.96
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,Design Development,High,2025-04-16,4,0.95,Virtual Reality,0.84
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Permit Drawing,Low,2025-04-12,2,0.85,Conceptual Design,0.96
General Specification Draft,Prepare general notes and material specifications for tender documents.,Interior Layout Plan,Low,2025-04-24,7,0.96,Virtual Reality,0.98
Technical Specifications,Compile technical specifications for the construction phase.,Permit Drawing,Neutral,2025-04-13,7,0.91,Technical Specification,0.86
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Roof Plan,Neutral,2025-04-14,5,0.9,3D Model,0.84
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Elevation Drawing,Neutral,2025-05-08,2,1.0,Roof Plan,0.9
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Virtual Reality,Neutral,2025-04-24,2,0.93,Elevation Drawing,0.82
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,Door & Window Schedule,High,2025-04-14,9,0.99,Material Board,0.91
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Technical Specification,High,2025-04-24,4,0.81,Lighting & Fixture Plan,0.94
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,3D Render,Low,2025-04-12,9,0.84,Lighting & Fixture Plan,0.89
Bid Package Compilation,Organize all documents needed for contractor bidding.,Technical Specification,Low,2025-04-30,1,0.98,Elevation Drawing,0.99
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Technical Specification,Low,2025-04-21,8,0.99,Lighting & Fixture Plan,1.0
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Technical Specification,High,2025-04-21,3,0.83,Partition Plan,0.96
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Virtual Reality,Neutral,2025-04-15,4,0.97,Material Board,0.98
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Floor Plan,High,2025-04-28,4,0.88,3D Render,0.84
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Custom Millwork & Joinery Drawing,Neutral,2025-04-18,2,0.92,Door & Window Schedule,0.88
Roof Plan Drawing,"Detail the slope, drainage, and roofing system layout for the warehouse.",Partition Plan,High,2025-05-05,2,0.88,Conceptual Design,0.98
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",Construction Document,High,2025-04-14,9,0.81,Furniture Layout Plan,0.82
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Construction Document,Neutral,2025-05-09,3,0.93,Permit Drawing,0.88
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Virtual Reality,Neutral,2025-04-26,5,0.95,General Specification,0.92
Bid Package Compilation,Organize all documents needed for contractor bidding.,Virtual Reality,Neutral,2025-04-24,2,0.89,Lighting & Fixture Plan,0.94
Schematic Design Iteration,Refine the schematic design for feedback from the stakeholders.,Schematic Design,High,2025-05-06,8,0.98,Design Development,0.9
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Finish Schedule,High,2025-04-20,10,0.97,Section Drawing,0.81
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Partition Plan,Neutral,2025-04-29,6,0.94,General Specification,1.0
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,General Specification,High,2025-05-04,3,0.93,General Specification,0.97
Roof Plan Drawing,"Detail the slope, drainage, and roofing system layout for the warehouse.",Elevation Drawing,Neutral,2025-04-22,9,1.0,Design Development,0.95
Technical Specifications,Compile technical specifications for the construction phase.,Floor Plan,Neutral,2025-04-20,1,0.97,Reflected Ceiling Plan,0.86
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Virtual Reality,Neutral,2025-04-26,5,0.95,Custom Millwork & Joinery Drawing,0.92
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Virtual Reality,High,2025-04-29,1,0.99,Floor Plan,0.91
3D Model Development,Create a detailed 3D model for the client’s new residential project.,Reflected Ceiling Plan,High,2025-04-15,3,0.91,Elevation Drawing,0.99
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Material Board,Neutral,2025-04-29,9,0.92,Partition Plan,0.83
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Construction Document,Neutral,2025-05-08,9,0.82,Virtual Reality,0.84
3D Model Development,Create a detailed 3D model for the client’s new residential project.,Door & Window Schedule,Low,2025-04-25,5,0.99,Conceptual Design,0.88
Technical Specifications,Compile technical specifications for the construction phase.,General Specification,Neutral,2025-05-10,5,0.82,Design Development,0.92
Green Roof Plan Development,Design the planting and drainage system for the green roof.,Door & Window Schedule,Neutral,2025-04-26,10,0.85,3D Render,0.99
Technical Specifications,Compile technical specifications for the construction phase.,Conceptual Design,Low,2025-04-27,3,1.0,Technical Specification,0.9
Schematic Design Iteration,Refine the schematic design for feedback from the stakeholders.,Virtual Reality,Neutral,2025-05-05,6,0.94,Finish Schedule,0.99
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Others,High,2025-04-29,7,0.83,Construction Document,0.99
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,Finish Schedule,Low,2025-05-04,1,0.92,Custom Millwork & Joinery Drawing,0.93
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Interior Layout Plan,Neutral,2025-04-17,8,0.83,3D Render,0.82
Client Feedback Revisions,Implement client-requested changes into the design presentation.,Interior Layout Plan,High,2025-04-15,6,0.84,Landscape Plan,0.85
Construction Site Visit,Visit the site to verify dimensions before construction begins.,Furniture Layout Plan,Low,2025-04-18,3,0.97,Virtual Reality,0.89
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Technical Specification,High,2025-05-08,2,0.82,Lighting & Fixture Plan,0.86
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Interior Layout Plan,Neutral,2025-04-15,6,0.95,Material Board,0.87
Construction Documentation,Compile detailed construction drawings for city permit approval.,General Specification,Neutral,2025-04-20,10,0.98,Partition Plan,0.95
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Custom Millwork & Joinery Drawing,Low,2025-04-19,7,0.99,3D Model,0.86
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Design Development,Neutral,2025-04-23,10,0.91,Lighting & Fixture Plan,0.94
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,3D Model,Neutral,2025-05-09,7,0.87,Furniture Layout Plan,0.9
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Permit Drawing,Neutral,2025-04-11,3,0.85,Roof Plan,0.9
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,General Specification,High,2025-04-11,9,0.99,Design Development,0.84
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,General Specification,Neutral,2025-04-15,5,0.91,Schematic Design,0.84
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Furniture Layout Plan,High,2025-04-22,6,0.86,Door & Window Schedule,0.89
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Lighting & Fixture Plan,Low,2025-05-07,10,0.91,Roof Plan,0.94
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Landscape Plan,Low,2025-04-15,6,0.81,3D Model,0.9
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Conceptual Design,Neutral,2025-04-27,3,0.87,Virtual Reality,0.84
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",Conceptual Design,High,2025-05-02,6,0.83,Design Development,0.87
Bid Package Compilation,Organize all documents needed for contractor bidding.,Door & Window Schedule,Low,2025-04-29,6,0.87,Technical Specification,0.84
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Hardscape Plan,Neutral,2025-05-09,7,0.9,3D Render,0.83
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,Reflected Ceiling Plan,Low,2025-04-26,6,0.99,Permit Drawing,0.95
Client Feedback Revisions,Implement client-requested changes into the design presentation.,Construction Document,Low,2025-04-28,8,0.86,Interior Layout Plan,0.89
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Partition Plan,Neutral,2025-04-12,2,0.96,Furniture Layout Plan,0.93
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Material Board,Neutral,2025-04-30,6,0.83,Conceptual Design,0.94
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Interior Layout Plan,Low,2025-04-26,3,0.87,Lighting & Fixture Plan,0.85
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Elevation Drawing,High,2025-04-12,6,0.97,Permit Drawing,0.99
